Name,Genre,GenreCluster
Bahut Din Huwe...,"Adventure, Drama, Fantasy",4
Bahut Hua Sammaan,"Comedy, Crime, Drama",1
Baiju Bawra,"Drama, Musical, Romance",3
Baikunth,Family,1
Bajatey Raho,"Comedy, Drama, Thriller",1
Bajirao Mastani,"Action, Drama, History",1
Bajrangbali,Fantasy,1
Bajrangi Bhaijaan,"Action, Adventure, Comedy",4
Bal Bramhachari,"Action, Drama",1
Bal Ganesh 3,Animation,1
Bal Ganesh and the PomZom Planet,Animation,1
Bala,Comedy,1
Balidaan,"Action, Thriller",1
Balidaan,Drama,1
Balika Badhu,"Comedy, Drama, Romance",5
Ballad of Rustom,Drama,1
Ballavpur Ki Roopkatha,Comedy,1
Balram Shri Krishna,Fantasy,1
Balwaan,"Action, Adventure",4
Balwinder Singh Famous Ho Gaya,Comedy,1
Bambai Raat Ki Bahon Mein,"Crime, Drama, Romance",5
Bamfaad,Romance,5
Banaras,"Musical, Drama",3
Banaras,Drama,1
Banarasi Babu,Comedy,1
Banarasi Babu,"Drama, Thriller",1
Banarasi Thug,Drama,1
Band Baaja Baaraat,"Comedy, Drama, Romance",5
Bandh Darwaza,"Action, Drama, Horror",0
Bandhan,"Action, Drama, Romance",5
Bandhan,"Drama, Family, Musical",3
Bandhan Kuchchey Dhaagon Ka,"Drama, Family",1
Bandhe Haath,"Action, Thriller",1
Bandhu,Family,1
Bandi,"Drama, Family",1
Bandini,"Drama, Musical, Romance",3
Bandish,"Comedy, Drama, Musical",3
Bandish,"Action, Crime, Drama",1
Bandit Queen,"Biography, Crime, Drama",1
Bandook,"Crime, Thriller",1
Bang Bang,"Action, Adventure, Comedy",4
Bangistan,"Comedy, Drama",1
Banjaran,"Drama, Romance",5
Banjo,"Action, Drama, Music",1
Bank Chor,"Action, Comedy, Crime",1
Bansuri: The Flute,Drama,1
Banwra,Drama,1
Bara-Dari,"Musical, Romance",3
Barah Aana,"Comedy, Crime, Drama",1
Barbed Wired,"Drama, Romance",5
Bardaasht,"Action, Drama, Thriller",1
Barefoot to Goa,"Adventure, Drama, Family",4
Barfi!,"Comedy, Drama, Romance",5
Barkha,Romance,5
Barkhaa,"Drama, Romance",5
Barood,"Action, Crime, Drama",1
Barood,"Action, Crime, Drama",1
Barot House,"Mystery, Thriller",1
Barsaat,"Drama, Romance, Musical",3
Barsaat,"Action, Romance",5
Barsaat Ki Ek Raat,"Romance, Thriller",5
Barsaat Ki Raat,"Drama, Musical, Romance",3
Barsaat Ki Raat,Musical,3
Bas Ek Pal,"Drama, Romance, Thriller",5
Bas Itna Sa Khwaab Hai...,"Drama, Romance, Thriller",5
Basant,"Drama, Musical",3
Basant,"Comedy, Drama, Romance",5
Basant Bahar,"Drama, Musical, Romance",3
Baseraa,"Drama, Family",1
Batla House,"Action, Crime, Drama",1
Baton Baton Mein,"Comedy, Romance",5
Battalion 609,War,6
Batti Gul Meter Chalu,Drama,1
Batwara,"Action, Drama",1
Bawandar,Drama,1
Bawarchi,"Comedy, Musical, Drama",3
Bawre Nain,"Drama, Romance",5
Bazaar,"Drama, Family",1
Bazaar,"Drama, Family",1
Bazaar E Husn,Drama,1
Be-Careful,"Comedy, Crime, Drama",1
Bechain,"Action, Drama, Romance",5
Bedardi,"Action, Crime",1
Beehad - The Ravine,Drama,1
Bees Saal Baad,"Thriller, Musical, Mystery",3
Bees Saal Baad,"Horror, Mystery",0
Befikre,"Comedy, Drama, Romance",5
Begum Jaan,"Action, Drama, History",1
Behen Hogi Teri,Comedy,1
Behind the Mirror,Drama,1
Beiimaan Love,"Drama, Romance, Thriller",5
Be-Imaan,"Drama, Family",1
Bekaraar,"Drama, Romance",5
Bekhudi,"Action, Crime, Drama",1
Bemisal,"Drama, Family",1
Benaam,"Drama, Mystery, Thriller",1
Benaam,"Drama, Action, Horror",0
Benazir,"Drama, Romance",5
Bengal Tiger,"Action, Crime",1
Benny and Babloo,"Comedy, Drama",1
Bepanaah,"Drama, Family",1
Be-Reham,"Action, Crime, Thriller",1
Be-Shaque,"Adventure, Crime, Drama",4
Besharam,"Action, Drama",1
Besharam,"Action, Comedy, Romance",5
Beta,"Drama, Romance",5
Betaab,"Family, Romance",5
Betaabi,"Drama, Romance",5
Betaaj Badshah,"Action, Drama",1
Beti,Drama,1
Beti Bete,"Comedy, Drama, Family",1
Bewafa,"Drama, Romance",5
Bewafa Sanam,"Drama, Romance",5
Bewafaa,"Drama, Romance",5
Bewafai,"Drama, Romance",5
Bewaffa Se Waffa,Romance,5
Bewajah,Thriller,1
Bewakoofiyaan,"Comedy, Drama, Romance",5
Bewaqoof,Musical,3
Beyond Blue: An Unnerving Tale of a Demented Mind,"Crime, Fantasy, Mystery",1
Beyond Bollywood,"Documentary, Biography, Drama",1
Beyond the Clouds,"Drama, Family",1
Bezubaan,"Drama, Romance",5
Bezubaan Ishq,"Musical, Romance",3
Bhaag Johnny,"Action, Fantasy, Thriller",1
Bhaag Milkha Bhaag,"Biography, Drama, Sport",7
Bhaagte Raho,Comedy,1
Bhabhi,"Comedy, Drama, Family",1
Bhabhi,Drama,1
Bhabhi Ki Chudiyan,"Drama, Family",1
Bhabhipedia,"Comedy, Romance",5
Bhadaas,Thriller,1
Bhagam Bhag,"Action, Comedy, Crime",1
Bhagam Bhag,"Comedy, Drama, Thriller",1
Bhagawat Ek Jung,Action,1
Bhageeratha,"Action, Drama",1
Bhagmati,"Animation, Drama, History",1
Bhagwaan Dada,"Drama, Thriller",1
Bhagwan Parshuram,Drama,1
Bhagwan Shri Krishna,"Action, Adventure, Fantasy",4
Bhagyawan,Drama,1
Bhai,"Action, Drama",1
Bhai Bahen,"Drama, Family",1
Bhai Bhai,Action,1
Bhai Ho To Aisa,"Action, Comedy, Drama",1
Bhai Thakur,"Action, Drama",1
Bhai-Bahen,"Drama, Family",1
Bhai-Bhai,Drama,1
Bhairav,Action,1
Bhairava Dweepam,"Action, Adventure, Comedy",4
Bhairavi,"Drama, Musical, Romance",3
Bhakta Siriyala,"Biography, Drama, Musical",3
Bhakti Mein Shakti,"Adventure, Drama, History",4
Bhala Manus,"Drama, Romance",5
Bhalevadivi Basu,"Family, Comedy",1
Bhamashah,Drama,1
Bhangarh: The Last Episode,Horror,0
Bhangover,Comedy,1
Bhangra Paa Le,"Comedy, Drama, Music",1
Bhanwar,"Drama, Romance",5
Bhanwarey,Comedy,1
Bharat,"Action, Comedy, Drama",1
Bharat Bhagya Vidhata,"Action, Adventure, Thriller",4
Bharat Milap,"Adventure, Drama, History",4
Bhasmasur,Drama,1
Bhavani Junction,"Action, Crime, Thriller",1
Bhavesh Joshi Superhero,"Action, Crime, Drama",1
Bhavnao Ko Samjho,"Action, Comedy, Drama",1
Bhavni Bhavai,"Comedy, Drama",1
Bhayaanak,Horror,0
Bhayaanak Mahal,Horror,0
Bhayaanak Panjaa,Horror,0
Bheegi Palkein,Romance,5
Bheegi Raat,"Comedy, Drama, Romance",5
Bheja Fry,"Comedy, Drama",1
Bheja Fry 2,"Comedy, Drama",1
Bhikharan,Drama,1
Bhindi Baazaar,"Crime, Drama, Thriller",1
BHK Bhalla@Halla.Kom,Comedy,1
Bhobhar - The Live Ash,"Drama, Family, Romance",5
Bhonsle,Drama,1
Bhooka Sher,Action,1
Bhooka Sher,Action,1
Bhookailas,"Drama, Musical",3
Bhool Bhulaiyaa,"Comedy, Horror, Mystery",0
Bhoomi,"Action, Crime, Drama",1
Bhoot,"Horror, Mystery, Thriller",0
Bhoot and Friends,"Animation, Action, Adventure",4
Bhoot Bungla,"Comedy, Horror, Mystery",0
Bhoot Ka Darr,Horror,0
Bhoot Returns,"Horror, Mystery, Thriller",0
Bhoot: Part One - The Haunted Ship,"Horror, Mystery, Thriller",0
Bhoothnath Returns,"Comedy, Drama, Fantasy",1
Bhootnath,"Comedy, Drama, Family",1
Bhootnath,Adventure,4
Bhopal Express,Drama,1
Bhopal: A Prayer for Rain,Drama,1
Bhopali,"Documentary, History, News",2
Bhor: Dawn,Drama,1
Bhouri,Drama,1
Bhrashtachar,"Action, Crime, Drama",1
Bhuddah Hoga Tera Baap,"Action, Comedy, Crime",1
Bhumika,Drama,1
Bhuvan Shome,"Comedy, Drama",1
Bichhoo,"Action, Crime, Drama",1
Bidaai,"Drama, Musical, Romance",3
Bidyapati,Drama,1
Big Brother,"Action, Crime, Drama",1
Bijuka,Drama,1
Billa No. 786,Action,1
Billa Ranga,"Action, Crime, Family",1
Billoo Baadshah,"Action, Crime, Drama",1
Billu,"Comedy, Drama",1
Billu Ustaad,Drama,1
Bin Badal Barsaat,"Drama, Musical, Mystery",3
Bin Bulaye Baraati,"Action, Comedy, Crime",1
Bin Maa Ke Bachche,Drama,1
Bin Phere Free Me Tere,Comedy,1
Bindiya Chamkegi,"Comedy, Family",1
Bindiya Mange Bandook,Action,1
Bioscopewala,Drama,1
Biradari,Drama,1
Biraj Bahu,Drama,1
Bitch,"Adventure, Comedy, Drama",4
Bitter Chestnut,Drama,1
Bittoo Boss,Romance,5
Biwi Aur Makan,Comedy,1
Biwi Ho To Aisi,"Comedy, Drama",1
Biwi No. 1,"Comedy, Drama, Romance",5
Biwi-O-Biwi,"Comedy, Romance",5
Black,Drama,1
Black & White,"Crime, Drama, Thriller",1
Black Cat,"Action, Thriller, Mystery",1
Black Friday,"Action, Crime, Drama",1
Black Home,"Drama, Thriller",1
Black Mountain,"Drama, Family, Fantasy",1
Black Rose,Thriller,1
Blackboard vs Whiteboard,"Action, Family",1
Blackmail,"Drama, Musical, Romance",3
Blackmail,"Action, Drama, Thriller",1
Blackmail,"Comedy, Thriller",1
Blank,"Action, Thriller",1
Blood Money,"Action, Crime, Drama",1
Blue,"Action, Adventure, Mystery",4
Blue Mountains,"Drama, Family, Musical",3
Blue Oranges,Mystery,1
"Blue Skies, Green Waters, Red Earth","Adventure, Drama, Romance",4
Bluff Master,Romance,5
Bluffmaster,"Comedy, Crime, Drama",1
Bobby,"Comedy, Musical, Romance",3
Bobby Jasoos,"Comedy, Drama, Thriller",1
Bobby: Love and Lust,Romance,5
Bodyguard,"Action, Comedy, Drama",1
Boichek,"Drama, Thriller",1
Bol Bachchan,"Action, Comedy",1
Bol Radha Bol,"Action, Comedy, Crime",1
Bole India Jai Bhim,Biography,1
Bollywood Diaries,Drama,1
Bollywood Villa,Thriller,1
Bollywood: The Greatest Love Story Ever Told,Documentary,1
Bolo Raam,"Action, Crime, Drama",1
Bomb Blast,"Action, Thriller",1
Bombai Ka Babu,"Drama, Musical, Romance",3
Bombairiya,"Comedy, Crime, Drama",1
Bombay 405 Miles,"Comedy, Action",1
Bombay Boys,"Comedy, Crime, Drama",1
Bombay Rose,"Animation, Drama, Romance",5
Bombay Talkies,Drama,1
Bombay to Bangkok,"Comedy, Crime, Romance",5
Bombay to Goa,"Action, Adventure, Comedy",4
Bombay Velvet,"Action, Crime, Drama",1
Bond of Love,"Drama, Family",1
Boom,"Crime, Thriller",1
Boond,"Action, Crime, Drama",1
Boot Polish,"Comedy, Drama, Family",1
Border,"Action, Drama, History",1
Border Kashmir,Action,1
Boss,"Action, Comedy, Crime",1
Boxed,Adventure,4
Boxer,Drama,1
Boy Friend,"Drama, Romance",5
Boys Who Like Girls,Documentary,1
Brahmachari,"Comedy, Drama, Musical",3
Break Ke Baad,"Comedy, Drama, Romance",5
Breakaway,"Comedy, Drama, Sport",7
Breaking Free,"Documentary, Crime, History",1
Bride & Prejudice,"Comedy, Drama, Musical",3
"Brother, Superhit!","Action, Comedy, Drama",1
Brothers,"Action, Drama, Sport",7
Bub (Father),Drama,1
Bubble Gum,Drama,1
Buchcha,"Adventure, Drama, Family",4
Buddha in a Traffic Jam,"Crime, Thriller",1
Buddha Mar Gaya,Comedy,1
Buddha Mil Gaya,"Musical, Mystery, Drama",3
Budhia Singh: Born to Run,"Biography, Drama, Sport",7
Budtameez,"Comedy, Drama, Romance",5
Bulandi,"Action, Drama",1
Bulbbul,"Drama, Horror, Mystery",0
Bulbul Can Sing,Drama,1
Bulbule,Comedy,1
Bullet,"Action, Crime, Thriller",1
Bullet: Ek Dhamaka,"Action, Drama",1
Bullett Raja,"Action, Crime, Drama",1
Bumboo,Comedy,1
Bumm Bumm Bole,"Drama, Family, Thriller",1
Bumper Draw,Comedy,1
Bunker,"Drama, War",6
Bunty Aur Babli,"Comedy, Crime, Drama",1
Bye Bye Miss Goodnight,"Comedy, Drama",1
Bypass Road,"Drama, Mystery, Thriller",1
C Kkompany,"Comedy, Drama, Thriller",1
C U at 9,"Drama, Horror, Mystery",0
C.I.D.,"Action, Crime, Musical",3
C.I.D. 909,"Action, Crime, Drama",1
Cabaret,"Drama, Musical, Thriller",3
Calapor,Drama,1
Calcutta Mail,"Action, Drama, Mystery",1
Calendar Girls,Drama,1
Call,"Action, Drama, Romance",5
Call for Fun,Comedy,1
Cape Karma,"Drama, Mystery, Thriller",1
Captain Nagarjuna,"Drama, Romance",5
Captain Prabhakaran,"Action, Thriller",1
Captain Vidyut,"Animation, Action, Comedy",1
Car Thief,Action,1
Caravan,"Action, Comedy, Musical",3
Care of Footpath,"Drama, Family",1
Cargo,"Drama, Fantasy, Sci-Fi",1
Cash,"Action, Crime, Thriller",1
CC2C,"Action, Adventure, Comedy",4
Cecilia,Documentary,1
Celluloid Man,Documentary,1
Censor,Drama,1
Chaahat,"Drama, Romance",5
Chaahat Ek Nasha...,"Drama, Romance, Thriller",5
Chaalbaaz,"Action, Comedy, Drama",1
Chaalbaaz,Action,1
Chaalis Chauraasi,"Comedy, Crime",1
Chaand Kaa Tukdaa,"Action, Comedy, Crime",1
Chaani,Drama,1
Chaar Din Ki Chandni,"Comedy, Romance",5
Chaar Maharathi,Action,1
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,Animation,1
Chaarfutiya Chhokare,"Drama, Thriller",1
Chacha Bhatija,"Action, Comedy, Drama",1
Chachi 420,"Comedy, Drama, Family",1
Chai Coffee,"Drama, Romance",5
Chai Pani Etc.,Comedy,1
Chain Kulii Ki Main Kulii,"Comedy, Drama, Family",1
Chak De! India,"Drama, Family, Sport",7
Chakkar Pe Chakkar,"Action, Comedy, Crime",1
Chakra,Action,1
Chakradhaar,Action,1
Chakravyuh,"Action, Drama, Thriller",1
Chakravyuha,"Action, Mystery, Thriller",1
Chal Bhaag,Comedy,1
Chal Chala Chal,"Action, Comedy, Crime",1
Chal Guru Ho Jaa Shuru,Comedy,1
Chal Mere Bhai,"Comedy, Romance",5
Chal Pichchur Banate Hain,"Comedy, Drama",1
Chala Murari Hero Banne,"Comedy, Musical, Romance",3
Chala Mussaddi - Office Office,"Comedy, Drama",1
Chale Chalo: The Lunacy of Film Making,Documentary,1
Chalk N Duster,Drama,1
Challo Driver,Comedy,1
Chalo Dilli,"Comedy, Drama",1
Chalo Ishq Ladaaye,"Action, Comedy, Romance",5
Chalta Purza,"Action, Thriller",1
Chalte Chalte,"Drama, Romance",5
Chalte Chalte,"Romance, Thriller",5
Chalti Ka Naam Gaadi,"Comedy, Musical, Romance",3
Chaman Bahaar,"Comedy, Drama",1
Chamatkar,"Comedy, Drama, Fantasy",1
Chameli,Drama,1
Chameli Ki Shaadi,"Comedy, Drama, Romance",5
Chamku,"Action, Crime, Thriller",1
Champion,"Action, Comedy, Drama",1
Chanakya,"Action, Adventure, Thriller",4
Chance Pe Dance,"Comedy, Drama, Music",1
Chand,Drama,1
Chand Aur Suraj,"Crime, Drama, Mystery",1
Chand Bujh Gaya,"Drama, Thriller",1
Chand Ke Paar Chalo,Romance,5
Chand Par Chadayee,"Adventure, Comedy, Drama",4
Chand Sa Roshan Chehra,Romance,5
Chanda Aur Bijli,Drama,1
Chandaal Atma,Horror,0
Chandan Ka Palna,Drama,1
Chandni,"Drama, Musical, Romance",3
Chandni Bar,"Crime, Drama",1
Chandra,Drama,1
Chandra Mukhi,"Comedy, Fantasy, Romance",5
Chandrahas,"Action, Adventure, Drama",4
Chandrasena,Adventure,4
Chandrawal,Drama,1
Chandu,Romance,5
Changez Khan,"Action, Adventure, History",4
Chann Pardesee,Drama,1
Char Diwari,"Drama, Romance",5
Char Paise,"Action, Crime, Drama",1
Charandas Chor,Drama,1
Charas,"Action, Drama, Romance",5
Charas: A Joint Effort,"Action, Crime, Thriller",1
Charitraheen,"Drama, Family",1
Charlie Kay Chakkar Mein,Thriller,1
Chase,"Action, Crime, Drama",1
Chashme Baddoor,"Comedy, Drama",1
Chashme Buddoor,"Comedy, Family, Romance",5
Chatpati,Comedy,1
Chatur Singh Two Star,"Action, Adventure, Comedy",4
Chauhar,Drama,1
Chauraha,"Action, Crime, Drama",1
Chauranga,Drama,1
Chausar,Drama,1
Cheeni Kum,"Comedy, Drama, Romance",5
Chef,"Comedy, Drama, Family",1
Chehere: A Modern Day Classic,Thriller,1
Chehraa,Thriller,1
Chehre Pe Chehra,"Drama, Horror, Romance",0
Cheluvi,Drama,1
Chemmeen,"Drama, Romance",5
Chennai Express,"Action, Adventure, Comedy",4
Chetna,Drama,1
Chetna: The Excitement,Thriller,1
Chettaniki Kallu Levu,"Action, Drama, Crime",1
Chhailla Babu,"Action, Crime, Romance",5
Chhalaang,"Comedy, Drama",1
Chhalia,"Musical, Romance",3
Chhapaak,"Biography, Drama",1
Chhappad Phaad Ke,Drama,1
Chhatrapati Shivaji,"Drama, History",1
Chhaya,"Drama, Romance",5
Chhichhore,"Comedy, Drama",1
Chhodon Naa Yaar,"Horror, Thriller",0
Chhota Bheem and the Curse of Damyaan,"Animation, Adventure, Fantasy",4
Chhota Bheem and the Throne of Bali,Animation,1
Chhota Bheem Himalayan Adventure,Animation,1
Chhota Bheem in the Incan Adventure,"Animation, Adventure, Fantasy",4
Chhota Bheem Kung Fu Dhamaka,"Animation, Action, Adventure",4
Chhota Chetan,"Adventure, Comedy, Family",4
Chhota Sa Ghar,Drama,1
Chhote Nawab,"Comedy, Drama, Romance",5
Chhote Sarkar,"Comedy, Romance, Thriller",5
Chhoti Bahen,Drama,1
Chhoti Bahu,"Drama, Family",1
Chhoti Si Baat,"Comedy, Romance",5
Chhoti Si Mulaqat,"Drama, Romance",5
Chhupa Rustam: A Musical Thriller,"Drama, Musical, Romance",3
Chhupam Chhaai,"Adventure, Drama, Family",4
Chicken Curry Law,Drama,1
Chicken Tikka Masala,"Comedy, Drama, Romance",5
Chidi Balla,"Comedy, Drama, Family",1
Chidiya,Drama,1
Children of War,"Drama, History, War",6
Children's Party,"Comedy, Drama, Family",1
China Gate,"Action, Adventure, Drama",4
China Town,"Comedy, Crime, Romance",5
Chinar Daastaan-E-Ishq,Romance,5
Chingaari,Drama,1
Chinnodu,"Action, Crime, Drama",1
Chintu Ji,"Comedy, Drama",1
Chintu Ka Birthday,"Drama, War",6
Chipku,Drama,1
Chippa,Drama,1
Chitchor,"Drama, Romance",5
Chitkabrey,"Drama, Mystery, Thriller",1
Chittagong,"Action, Drama, War",6
Chocolate: Deep Dark Secrets,"Crime, Drama, Mystery",1
Choked,Drama,1
Choo Lenge Akash,Family,1
Chopsticks,"Comedy, Drama",1
Chor Aur Chand,"Action, Adventure, Drama",4
Chor Bazaari,Comedy,1
Chor Bazar,"Action, Drama",1
Chor Chor Super Chor,"Comedy, Drama, Thriller",1
Chor Machaaye Shor,"Action, Comedy, Crime",1
Chor Machaye Shor,"Action, Musical, Romance",3
Chor Pe Mor,"Comedy, Crime",1
Chor Sipahee,"Action, Crime, Drama",1
Chori Chori,"Comedy, Musical, Romance",3
Chori Chori,"Comedy, Romance, Musical",3
Chori Chori,"Action, Drama",1
Chori Chori Chupke Chupke,"Comedy, Drama, Musical",3
Chori Mera Kaam,"Comedy, Musical, Romance",3
Chorni,"Comedy, Drama",1
Choron Ki Baaraat,Action,1
Chorus,"Fantasy, Drama",1
Chota Jadugar,Fantasy,1
Chote Nawab,Drama,1
Chousar Firangi,"Comedy, Drama",1
Chowkidar,Drama,1
Chudail,Horror,0
Chudail Story,"Horror, Thriller",0
Chup Chup Ke,"Comedy, Drama, Romance",5
Chupke Chupke,"Comedy, Drama, Romance",5
Chupke Se,"Comedy, Musical, Romance",3
Chura Liyaa Hai Tumne,"Action, Drama, Mystery",1
Cinderella,Fantasy,1
City Lights,"Drama, Thriller",1
City of Gold - Mumbai 1982: Ek Ankahee Kahani,"Crime, Drama",1
Class of '83,"Action, Crime, Drama",1
Clerk,"Action, Crime, Drama",1
Click,"Drama, Horror, Mystery",0
Club 60,Drama,1
Club Dancer,"Action, Musical, Thriller",3
Cocktail,"Comedy, Drama, Romance",5
Coffee Bloom,Drama,1
Colours of Passion,"Biography, Drama, Romance",5
Come December,Drama,1
Comedy Couple,"Comedy, Romance",5
Commando,"Action, Drama, Romance",5
Commando,"Action, Adventure, Thriller",4
Commando 2,"Action, Adventure, Thriller",4
Commando 3,"Action, Adventure, Thriller",4
Company,"Action, Crime, Drama",1
Compulsed,"Drama, Mystery, Thriller",1
Congregation,Drama,1
Consequence Karma,"Drama, Thriller",1
Contract,"Action, Crime, Drama",1
Cookie,Horror,0
Cooking with Stella,"Comedy, Drama",1
Coolie,"Action, Comedy, Drama",1
Coolie No. 1,"Action, Comedy, Romance",5
Coolie No. 1,"Action, Drama, Romance",5
Coolie No. 1,"Action, Comedy, Romance",5
Corporate,Drama,1
Courage,"Action, Drama, Romance",5
Court,Drama,1
Court Martial,Drama,1
Cover Story,Thriller,1
Crazy Mad Lover,"Action, Comedy, Drama",1
Crd,"Drama, Romance",5
Creature,"Action, Horror, Sci-Fi",0
Criminal,"Action, Romance, Thriller",5
Crook: It's Good to Be Bad,"Action, Drama, Thriller",1
Cryptic Road,"Mystery, Sci-Fi, Thriller",1
Current,Drama,1
Cycle Kick,"Drama, Sport",7
Cypher,"Biography, Family",1
D,"Crime, Drama, Thriller",1
D Company,"Action, Crime, Thriller",1
Daadagiri,"Drama, Action, Comedy",1
Daadi Maa,"Action, Comedy, Drama",1
Daaera,Drama,1
Daag,"Drama, Romance",5
Daag: A Poem of Love,"Drama, Music, Romance",5
Daag: The Fire,"Action, Drama, Thriller",1
Daal Me Kala,"Comedy, Drama",1
Daal Mein Kuch Kaala Hai,Comedy,1
Daas,"Action, Romance",5
Daas Dev,"Drama, Thriller",1
Daava,"Action, Drama, Romance",5
Daawat-e-Biryani,Drama,1
Daawat-e-Ishq,"Comedy, Drama, Romance",5
Daayen Ya Baayen,"Comedy, Drama, Family",1
Dabangg,"Action, Comedy, Crime",1
Dabangg 2,"Action, Comedy, Crime",1
Dabangg 3,"Action, Comedy, Crime",1
Dacait,"Action, Drama",1
Dada,"Action, Drama, Family",1
Dada,Action,1
Dadar Kirti,"Comedy, Drama",1
Daddy,"Action, Biography, Crime",1
Daddy Cool: Join the Fun,"Comedy, Drama",1
Daddy's Daughter,Drama,1
Dafaa 302: Indian Penal Code Section 302 (Section of Murder),"Drama, Mystery",1
Dagadi Chaawl,"Action, Crime, Drama",1
Dahan,Drama,1
Dahej,Drama,1
Dahek: A Burning Passion,"Drama, Romance, Thriller",5
Dahleez,"Action, Drama",1
Daku Aur Mahatma,"Action, Drama",1
Daku Ganga Jamuna,"Action, Adventure, Crime",4
Daku Kali Bhawani,Action,1
Daku Ramkali,"Adventure, Drama, Musical",3
Dalaal,"Action, Drama",1
Dam999,"Adventure, Drama, Sci-Fi",4
Damaad,Comedy,1
Damadamm!,"Comedy, Drama, Romance",5
Damini,"Crime, Drama",1
Damul,Drama,1
Dance Dance,"Action, Drama, Musical",3
Dance of the Wind,"Drama, Music",1
Dance Party,"Family, Music, Romance",5
Dancer,"Action, Drama, Musical",3
Dand Nayak,Action,1
Dangal,"Action, Biography, Drama",1
Dangerous Ishq,"Fantasy, Mystery, Romance",5
Dank,"Horror, Thriller",0
Dansh,Drama,1
Dansh,Drama,1
Daraar,"Action, Drama, Romance",5
Darbaan,Drama,1
Darbar,"Action, Thriller",1
Dard Ka Rishta,Drama,1
Darinda,Horror,0
Dariya Dil,Drama,1
Darklight,Drama,1
Darkness Visible,Thriller,1
Darling,"Drama, Horror, Romance",0
Darmiyaan: In Between,Drama,1
Darna Mana Hai,Horror,0
Darna Zaroori Hai,Horror,0
Darogaji,"Crime, Drama, Romance",5
Darpan,"Drama, Family",1
Darr,"Action, Drama, Romance",5
Darr @ the Mall,"Horror, Thriller",0
Darwaza,Horror,0
Darwaza,Horror,0
Darwaza Bandh Rakho,"Comedy, Crime, Drama",1
Dashavatar,"Animation, Family",1
Dassehra,"Action, Thriller",1
Dastaan,"Comedy, Drama, Thriller",1
Dastak,"Drama, Romance",5
Dastak,Drama,1
Dastan,"Drama, Family, Romance",5
Dasvidaniya,"Comedy, Drama",1
Dattak,Drama,1
Daud: Fun on the Run,"Action, Adventure, Comedy",4
Daulat,"Action, Crime, Drama",1
Daulat Ki Jung,"Action, Adventure, Romance",4
David,"Action, Crime, Drama",1
Dayar E Madina,Drama,1
Dayavan,"Action, Crime, Drama",1
Days and Nights on Earth,Drama,1
Days of Tafree,Comedy,1
D-Day,"Action, Thriller",1
De Dana Dan,"Action, Comedy, Crime",1
De De Pyaar De,"Comedy, Drama, Romance",5
De Taali,"Comedy, Drama, Romance",5
Dead Morning,"Comedy, Thriller",1
Deadline: Sirf 24 Ghante,"Crime, Thriller",1
Dear Dad,"Drama, Family",1
Dear Maya,"Drama, Romance",5
Dear Molly,Drama,1
Dear Vs Bear,"Adventure, Thriller",4
Dear Zindagi,"Drama, Romance",5
Debshishu,Drama,1
Dedh Ishqiya,"Comedy, Drama, Romance",5
Deedar,"Drama, Romance",5
Deedar,"Musical, Romance",3
Deewaanapan,"Action, Romance",5
Deewaangee,"Action, Crime, Drama",1
Deewaar,"Action, Crime, Drama",1
Deewana,"Action, Comedy, Crime",1
Deewana Main Deewana,"Comedy, Drama, Romance",5
Deewana Mastana,"Comedy, Romance",5
Deewana Mujh Sa Nahin,"Romance, Comedy, Drama",5
Deewana Tere Naam Ka,"Drama, Romance",5
Deewane,"Action, Romance",5
Deewane Huye Paagal,"Action, Comedy, Drama",1
Deewangee,"Crime, Drama, Mystery",1
Deha,Romance,5
Dekh Bhai Dekh: Laughter Behind Darkness,"Comedy, Crime, Drama",1
Dekh Kabira Roya,"Comedy, Romance",5
Dekh Tamasha Dekh,Comedy,1
Dekha Pyar Tumhara,"Comedy, Drama",1
Delhi 47 KM,Drama,1
Delhi Belly,"Action, Comedy, Crime",1
Delhi in a Day,"Comedy, Drama",1
Delhi Safari,"Animation, Adventure, Comedy",4
Delhi-6,Drama,1
Delinquent Dancers,Music,1
Department,"Action, Crime, Thriller",1
Desamuduru,"Action, Drama, Romance",5
Desh,Drama,1
Desh Drohee,Action,1
Desh Drohi,"Action, Thriller",1
Desh Premee,"Action, Comedy, Drama",1
Deshwasi,"Action, Crime, Drama",1
Desi Boyz,"Comedy, Drama",1
Desi Kattey,Action,1
Detective,Mystery,1
Detective Byomkesh Bakshy!,"Action, Crime, Drama",1
Detective Naani,"Crime, Drama, Family",1
Dev,Drama,1
Dev.D,"Drama, Romance",5
Devaki,Drama,1
Devar,"Crime, Drama, Romance",5
Devata,"Drama, Family",1
Devdas,"Drama, Musical, Romance",3
Devdas,"Drama, Romance",5
Devdas,"Drama, Musical, Romance",3
Devi Ahilya Bai,"Biography, Drama, History",1
Devi Aur Hero,Drama,1
Devi Putrudu,"Action, Drama, Fantasy",1
